Fraudolent,SMS test,ID,Date and Time
0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0OCLE4Q,2018-07-10
0,Well boy am I glad G wasted all night at applebees for nothing,KP0WA29,2018-03-25
0,I will be outside office take all from there,LVSOXH4,2017-03-17
1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,LDY58NB,2017-09-29
0,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,VS10HS8,2016-08-20
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",D0MRL3X,2017-04-14
0,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,5FVQBCF,2016-12-11
0,Sen told that he is going to join his uncle finance in cbe,R9O1KUL,2016-12-03
0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,LJ6AVA8,2016-02-19
0,Have you started in skye,EX28E0K,2018-01-27
0,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,WUJTITQ,2017-12-30
0,Ok,6GDEC9A,2018-02-20
0,No dear i was sleeping :-P,K4DW7K7,2016-12-15
0,Even my brother is not like to speak with me. They treat me like aids patent.,MNQ48BR,2016-03-04
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",8BINBFQ,2017-08-04
0,K...k:)why cant you come here and search job:),WRCNFAH,2017-11-14
0,Am okay. Will soon be over. All the best,U3VP7T7,2018-03-23
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ZUE2QJZ,2016-06-01
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,JTRXEP1,2017-09-10
0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",TLGCDUU,2018-02-14
0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",6ESTV03,2017-07-14
0,Any way where are you and what doing.,KPGM6H6,2018-08-06
1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,OHCIJU6,2017-09-01
0,K:)k..its good:)when are you going?,QX5YENH,2017-03-27
0,U buy newspapers already?,N6F0T4R,2017-02-19
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",5G9I0GY,2018-01-05
0,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,VDOLLSX,2016-03-23
0,No. On the way home. So if not for the long dry spell the season would have been over,8717AJE,2016-05-14
0,What's nannys address?,72OC1UG,2018-04-01
0,Anything lor but toa payoh got place 2 walk meh...,1T1GI7R,2016-10-19
0,"K I'm ready,  &lt;#&gt; ?",KR1P0KD,2016-06-25
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",RL3O15X,2017-05-10
0,Ok then i come n pick u at engin?,KPCRTR1,2016-05-23
0,"So check your errors and if you had difficulties, do correction.",Z55EGJK,2016-06-28
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",929538C,2018-08-10
0,Nothing. Can...,M66A1H8,2018-02-13
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0Y7JID8,2017-01-26
0,Printer is cool. I mean groovy. Wine is groovying,PFBTYF9,2016-04-08
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,3S094IW,2017-02-12
0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ENWNZDW,2018-07-08
0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,O5V2GVY,2016-12-27
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",MCHUYHK,2018-04-01
0,Can you open the door?,8AU2UVI,2018-08-19
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,MZ3VK6U,2018-06-17
0,"Aight, I'm chillin in a friend's room so text me when you're on the way",GC7BIJG,2018-02-07
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,MJ6ED6J,2018-03-20
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,E8TIQSH,2016-12-28
0,"I hav almost reached. Call, i m unable to connect u.",W74YNK6,2017-09-29
0,"Not sure yet, still trying to get a hold of him",YFI7PRA,2018-04-23
0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0Y6HW0C,2016-03-23
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,UXNZN5F,2016-03-06
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,AP283BQ,2018-02-19
0,Hope you are having a great day.,0DFPZLE,2018-04-12
0,It took Mr owl 3 licks,PRA28R0,2016-04-04
0,I remain unconvinced that this isn't an elaborate test of my willpower,E51NUMV,2018-03-20
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,9XUJTD8,2017-12-16
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,LVU7P22,2016-02-25
0,When/where do I pick you up,M6KRKTX,2016-09-11
0,Dude just saw a parked car with its sunroof popped up. Sux,WYCQGPN,2017-05-22
0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",JB2OMYD,2016-02-29
0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,9PEMY0L,2017-02-12
0,WHITE FUDGE OREOS ARE IN STORES,DB9RB8V,2018-08-13
0,Happy new year to u too!,LUPZ4PW,2016-11-26
1,Missed call alert. These numbers called but left no message. 07008009200,CJC1EUY,2018-07-01
0,No message..no responce..what happend?,DIAQH3V,2017-12-23
0,I am in your office na.,XLDYJNC,2017-11-05
0,I'm awake oh. What's up.,4V2OC49,2017-01-21
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,YB8EJ84,2017-06-19
0,Welp apparently he retired,IV9AI1G,2016-03-26
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",3C0JDZ8,2018-06-29
0,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",SQ7RO4H,2016-06-01
0,K.k:)apo k.good movie.,YPVY1QO,2016-05-21
0,ALRITE,FEJSHA5,2017-01-30
0,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",JOADWQ4,2016-11-25
0,You call times job today ok umma and ask them to speed up,NACQA9L,2017-03-16
0,"I'm not coming over, do whatever you want",WTO3BDH,2017-06-04
0,I'm e person who's doing e sms survey...,GXSW6FN,2016-10-16
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,MAU53X5,2018-05-06
0,Understand. his loss is my gain :) so do you work? School?,E06B1Z1,2017-07-20
0,Dai what this da.. Can i send my resume to this id.,1WKWYUW,2016-05-27
0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,D94QZ5V,2017-12-26
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?",ZZBTBVQ,2016-08-23
0,U meet other fren dun wan meet me ah... Muz b a guy rite...,XO2K0IF,2016-06-19
0,Pls dont forget to study,1V9CEE4,2018-01-25
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",ACET7SU,2016-07-20
0,What time you coming down later?,M4V3QQ4,2016-12-23
0,Are you still playing with gautham?,IUJLX4I,2017-12-21
0,Pls send me your address sir.,31F3CIF,2016-03-02
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,I09FPBE,2018-07-13
1,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,8SST7UN,2016-05-23
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?,9N2Y8GJ,2017-03-10
0,Are you coming to day for class.,PV2WWM5,2017-04-19
0,Simply sitting and watching match in office..,8GIYD1H,2018-04-25
0,Ok can...,GRAENR8,2017-05-12
0,Hurry home. Soup is DONE!,PC8EP7T,2018-06-17
0,Eatin my lunch...,59TPKVS,2016-03-02
0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",AYZKRIQ,2016-08-18
0,"Hiya, had a good day? Have you spoken to since the weekend?",WD1Z1WY,2017-01-11
0,Convey my regards to him,O841XLY,2017-05-12
1,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",FAT0H0E,2018-07-13
0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",XQWJNFV,2016-10-25
0,Ya had just now.onion roast.,E1HYOWX,2016-05-12
0,From here after The performance award is calculated every two month.not for current one month period..,9C9599A,2017-01-09
0,Can not use foreign stamps in this country.,1LOGFSO,2017-05-16
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,ALBDXFU,2018-02-18
0,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,F8BNEN6,2016-05-30
0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,X7L4VAH,2018-04-08
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,C2ADXQV,2018-05-23
0,Where's my boytoy? I miss you ... What happened?,6UUS3H8,2018-03-23
0,Near kalainar tv office.thenampet,TK0CZA4,2018-01-26
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,2FM0HT5,2016-03-28
0,"If we hit it off, you can move in with me :)",A4QNFMN,2017-07-01
0,"Sorry, I'll call later in meeting",DMFG57V,2017-07-22
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,45ULDNE,2016-10-02
0,Anything lor if they all go then i go lor...,OQ8JL52,2016-03-18
0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,VJZGBL5,2017-08-02
0,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,H7QS825,2017-08-29
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,QIWYKFE,2017-04-04
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,JBB13DK,2018-01-15
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,VWBK1NR,2017-12-28
1,2/2 146tf150p,ROCD1QY,2016-02-24
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,AZ32P19,2016-06-12
0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,Y1EOP9R,2016-04-10
0,Hey! There's veggie pizza... :/,IOYFWC7,2018-01-21
0,"Yo, the game almost over? Want to go to walmart soon",KBBHZ6S,2018-07-05
0,Oh for fuck's sake she's in like tallahassee,S1JGO9W,2018-09-11
0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,MPKW5JB,2018-01-02
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",U3R1ACD,2017-05-17
0,"Yo, any way we could pick something up tonight?",RQLFM9N,2018-06-16
0,K..u also dont msg or reply to his msg..,JVB2G4Z,2017-09-11
0,No that just means you have a fat head,BY4WIQ2,2017-03-10
0,Not directly behind... Abt 4 rows behind ü...,509EI4S,2018-08-07
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,420RJJO,2016-06-26
0,Can ü all decide faster cos my sis going home liao..,XMOY4MM,2018-07-03
0,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,CA00X5A,2017-01-04
0,"Wat time liao, where still got.",4I5DSH2,2016-12-26
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,2FWGPW4,2018-09-17
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,ED3V4PS,2017-07-03
0,U WILL SWITCH YOUR FONE ON DAMMIT!!,KXG5J1Y,2016-06-11
0,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,0VBMUGA,2018-01-09
0,Hmmm.but you should give it on one day..,CZ3Z7VV,2016-07-18
0,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,QU1T0Y6,2017-12-01
0,Ok i juz receive..,988ELW7,2018-03-26
0,Yupz... I've oredi booked slots 4 my weekends liao...,J6LO4IU,2017-05-31
0,Exactly. Anyways how far. Is jide her to study or just visiting,VQV9NU9,2016-07-23
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,VR1ARKA,2017-08-07
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,VTKBQE9,2016-05-07
0,Did either of you have any idea's? Do you know of anyplaces doing something?,VXJHGXQ,2018-01-03
0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",4SIETBW,2016-10-30
0,S s..first time..dhoni rocks...,D0TB3UD,2016-03-12
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,WQBFS95,2017-10-08
0,Networking job is there.,L4H3X3T,2017-01-09
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",JRE74ML,2017-12-07
0,"Yo, you around? Just got my car back",PO6LNYR,2018-04-08
0,Shopping lor. Them raining mah hard 2 leave orchard.,SKK7TUR,2017-04-02
0,Hi :)finally i completed the course:),165OQ27,2017-08-31
0,K:)all the best:)congrats...,24UXXHQ,2018-03-09
0,Ü wait 4 me in sch i finish ard 5..,YIQIUBO,2017-10-26
0,Do you know when the result.,SG9AU79,2018-02-18
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",X73KU2F,2018-06-05
0,Not getting anywhere with this damn job hunting over here!,PHV3F8O,2017-01-10
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,3V7Y05C,2018-04-27
0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",OERTKAM,2017-04-12
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,TRDS27Z,2017-07-25
0,I'm home.,JGPG1FA,2016-12-27
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",WWPXERZ,2018-04-07
0,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,K4PQJ3M,2016-04-24
0,Still i have not checked it da. . .,MLMV3LN,2018-03-07
0,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,S155VCT,2016-04-25
0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,4IFRO2Q,2017-04-07
0,"There'll be a minor shindig at my place later tonight, you interested?",SLSBRYF,2018-08-12
0,Be sure to check your yahoo email. We sent photos yesterday,KF16IT6,2018-04-08
0,That is wondarfull song,KF660TD,2016-03-23
0,You will be in the place of that man,8JS4TPG,2018-08-08
0,"Uh, heads up we don't have THAT much left",U1XU9B3,2017-09-19
0,I not at home now lei...,7OITP5E,2016-09-20
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,NMGX1GN,2017-07-28
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",XNMIVW6,2017-05-09
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",3GCMINL,2017-04-14
0,Went to pay rent. So i had to go to the bank to authorise the payment.,A0GMO7V,2017-09-22
0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,FC839ID,2016-10-08
0,She ran off with a younger man. we will make pretty babies together :),0OKW4U1,2017-01-13
0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,9J1UTIA,2017-01-27
0,what are your new years plans?,0NLI6CG,2018-04-23
0,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,CU1MFHP,2018-05-02
0,Ok,3XXX3SF,2017-10-31
0,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,O50UOL3,2016-10-01
0,Omg it could snow here tonite!,X272889,2017-08-13
0,Its like that hotel dusk game i think. You solve puzzles in a area thing,7ZDB75J,2017-06-17
0,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",5LXSUCW,2017-01-17
0,Your daily text from me – a favour this time,XZJN9W9,2016-12-17
0,Or I guess  &lt;#&gt;  min,QRRLISQ,2017-09-15
0,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,PWFGUWA,2018-06-15
1,88800 and 89034 are premium phone services call 08718711108,ZDWKZR2,2018-02-05
0,Takin a shower now but yeah I'll leave when I'm done,EEUTM5C,2018-07-11
0,Do you always celebrate NY's with your family ?,9HIYR1D,2016-09-01
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,WH3NKGS,2018-05-25
0,Stupid.its not possible,289FPFZ,2017-10-12
0,S now only i took tablets . Reaction morning only.,5UEXQJP,2018-04-11
0,"Sure, I'll see if I can come by in a bit",Y1X5HBP,2018-04-29
1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,8AAPO15,2016-06-15
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,49M04E3,2016-06-02
0,Sorry * was at the grocers.,FRJEG2N,2017-12-19
0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,R0SA9JW,2018-04-28
0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,QVUVYLG,2018-02-14
0,Dont put your phone on silent mode ok,GHG3P6R,2017-07-23
0,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",RXTIB8W,2016-08-24
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",MUXGACU,2017-06-09
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",4CPUJ6C,2016-12-26
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,IAGVW24,2017-06-18
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",PAWOGUO,2018-03-01
0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,PFNL7M3,2016-03-21
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,LCHBECA,2018-01-29
1,88066 FROM 88066 LOST 3POUND HELP,6O68RJF,2016-09-24
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),8XNJSA4,2017-08-08
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0OM3AV8,2017-08-08
0,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,RNRJPJO,2018-02-01
0,"sir, you will receive the account no another 1hr time. Sorry for the delay.",BWFQZ1Z,2016-08-25
0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",2BQQ5V7,2016-10-28
0,Ok no prob...,34GZVE1,2016-06-09
1,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Q2JQYXW,2017-07-22
0,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",2Z10TZL,2018-09-01
0,I'm leaving my house now.,G1MAX4M,2017-04-03
0,Er yep sure. Props?,FKG4TUK,2017-08-24
0,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,F1BSMKQ,2017-07-07
0,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,4HTTTKF,2016-12-17
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,8P0Z2NO,2018-03-02
0,Have you had a good day? Mine was really busy are you up to much tomorrow night?,YGZTWPB,2016-05-15
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,K5Z4L28,2018-01-23
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,T3P5OWK,2016-12-02
0,Indeed and by the way it was either or - not both !,P9ZEFXS,2016-11-26
0,Only once then after ill obey all yours.,PBF1693,2017-01-27
0,Then we wait 4 u lor... No need 2 feel bad lar...,8GX6U9G,2018-01-11
1,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,35JWHP0,2018-07-09
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,JD2PXJG,2017-11-20
0,Hey you can pay. With salary de. Only  &lt;#&gt; .,BHOG0FA,2016-11-02
0,Long beach lor. Expected... U having dinner now?,KQBYE2T,2016-07-28
0,"K so am I, how much for an 8th? Fifty?",7NIJ36W,2017-12-06
0,Depends on where u going lor.,BEZ8I4G,2017-07-08
0,Ok i am on the way to home hi hi,RXM1IX5,2018-05-10
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,G23BTHN,2018-08-19
0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,UZ7DD03,2017-09-28
1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",SE0TQ3T,2016-04-22
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,BA1D81H,2017-12-10
0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,KKQ9U3Q,2018-04-22
0,Siva is in hostel aha:-.,2X1FB4V,2018-03-24
0,Lol no. Just trying to make your day a little more interesting,N220RYP,2018-09-10
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,69F4YAZ,2018-09-04
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,QUFLD9V,2018-08-06
0,Should I have picked up a receipt or something earlier,ZVL09RV,2016-03-03
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,Y99A0XU,2017-08-06
0,Tmrw. Im finishing 9 doors,ZSM72PV,2017-02-04
0,May b approve panalam...but it should have more posts..,QK6SWQW,2018-07-19
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,05HBVAA,2018-03-16
0,Dear i have reache room,EL7YJH3,2016-12-31
0,"K, text me when you're on the way",9TNIMDZ,2017-07-31
0,Auntie huai juan never pick up her phone,YNL7FW7,2016-04-21
0,Y bishan lei... I tot ü say lavender?,LOXVMT8,2016-11-21
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,ETDR11M,2017-02-17
0,I cant pick the phone right now. Pls send a message,0DNAKAB,2017-11-06
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,GO0TE9R,2018-02-19
0,LOL ... No just was busy,WJQJHCR,2018-05-07
0,"Just checked out, heading out to drop off my stuff now",HLCJUP6,2017-10-10
0,Wat r u doing now?,I1NOQ6E,2016-08-07
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",VKLUFMY,2016-12-09
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",PBNABPF,2016-04-28
0,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,2L2QYFG,2018-06-24
0,Early bird! Any purchases yet?,EXN6EZC,2017-09-19
0,Ya it came a while ago,COOS59T,2017-03-31
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,WIXBOJP,2017-08-27
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,8ZENWEQ,2018-07-20
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,94YMQ01,2017-09-01
